Num	Phrase	Translation
1155	我什么都不是。	[['I am nothing.', 1334412.0]]
1156	我三十岁。	[["I'm thirty.", 2111679.0], ["I'm thirty years old.", 2547669.0], ['I am thirty.', 3388202.0], ['I am thirty years old.', 3388203.0], ["I'm 30 years old.", 7832498.0], ['I am 30 years old.', 3449669.0]]
1157	她叫什么？	[["What's her name?", 773175.0], ['What is her name?', 7263860.0]]
1158	请看看这里。	[['Please take a look at this.', 6029125.0]]
1159	她十二岁。	[["She's 12 years old.", 8780295.0]]
1160	我朋友很少。	[['I have few friends.', 324366.0], ["I don't have many friends.", 1970154.0]]
1161	你的狗在这。	[['Your dog is here.', 449111.0]]
1162	我24岁了。	[["I'm 24 years old.", 688706.0], ["I'm 24.", 688708.0], ['I am 24 years old.', 1535873.0]]
1163	我认识你吗？	[['Do I know you?', 1461944.0]]
1164	我不喜欢狗。	[["I don't like dogs.", 257244.0]]
1165	我十点回来。	[["I'll be back at ten.", 73430.0]]
1166	好吃吗？	[['Does it taste good?', 3859431.0], ['Is it tasty?', 5758419.0]]
1167	我是个大学生。	[['I am a university student.', 275627.0], ["I'm a college student.", 568944.0], ["I'm a university student.", 568945.0], ['I am a college student.', 602532.0], ["I'm at university.", 10657353.0], ['I go to university.', 3378098.0], ['I am a student in a university.', 1164903.0], ["I'm a student in a university.", 1332122.0]]
1168	在吃什么呢？	[['What are you eating?', 1097919.0], ["What're you eating?", 1830493.0]]
1169	你很好。	[['You are good.', 1120755.0]]
1170	她吃。	[['She eats.', 6702019.0], ['She is eating.', 527192.0]]
1171	她是谁？	[["Who's she?", 2203797.0], ['Who is she?', 315731.0]]
1172	好。	[['Good.', 1148281.0]]
1173	不。	[['No.', 477061.0]]
1174	写点什么。	[['Write something.', 1217372.0]]
1175	昨天是星期五。	[['Yesterday was Friday.', 5499845.0], ['It was Friday yesterday.', 8312416.0]]
1176	我有一个中国朋友。	[['I have a Chinese friend.', 6055922.0]]
1177	我叫了你。	[['I called you.', 2245636.0]]
1178	他明天会来吗？	[['Will he come tomorrow?', 453389.0]]
1179	她工作了。	[['She worked.', 7497761.0]]
1180	他现在在医院。	[['He is in the hospital at present.', 296073.0], ["He's in the hospital right now.", 2167941.0]]
1181	谁是你爸爸？	[["Who's your daddy?", 3428703.0]]
1182	我想家。	[['I feel homesick.', 33712.0], ['I am homesick.', 1727063.0], ["I'm homesick.", 2713784.0]]
1183	我和他认识。	[['I am acquainted with him.', 260219.0]]
1184	爸爸在哪里？	[['Where is dad?', 6140593.0]]
1185	我们爱爸爸。	[['We love Dad.', 8321664.0]]
1186	我有一些钱。	[['I have a little money.', 18587.0], ['I have some money.', 258649.0]]
1187	她是四十岁。	[['She is forty years old.', 4566557.0]]
1188	我想钱。	[['I want money.', 64620.0]]
1189	我喜欢我的工作。	[['I like my job.', 2377458.0]]
1190	我会在七八点回家。	[["I'll be back by seven or eight o'clock.", 72367.0]]
1191	我去学校了。	[["I'm going to school.", 3315771.0]]
1192	猫叫了叫。	[['The cat meowed.', 2549627.0]]
1193	桌子上有什么？	[['What is on the desk?', 20561.0]]
1194	她是医生。	[['She is a doctor.', 309938.0], ["She's a doctor.", 3143495.0]]
1195	这个杯子里有水。	[['This glass contains water.', 61131.0]]
1196	那个东西有多热？	[['How hot is that?', 9144900.0]]
1197	我坐出租车去。	[["I'll go by taxi.", 2549527.0]]
1198	这个字怎么写？	[['How do you write this character?', 7808586.0]]
1199	今天来了很多人。	[['A lot of people came today.', 9203466.0]]
1200	这是我的朋友。	[['This is my friend.', 675960.0], ['This is a friend of mine.', 455069.0]]
1201	这个是我的朋友。	[['This is my friend.', 675960.0], ['This is a friend of mine.', 455069.0]]
1202	你和他是朋友吗？	[['Are you friends with him?', 9285241.0]]
1203	你和她是朋友吗？	[['Are you friends with her?', 9285243.0]]
1204	你没吃。	[["You didn't eat.", 9286376.0]]
1205	她没吃。	[["She didn't eat.", 9286378.0]]
1206	请看一看。	[['Have a look.', 2245539.0]]
1207	你有几个儿子？	[['How many sons do you have?', 9286590.0], ['How many sons do you have?', 9286590.0]]
1208	你有几个女儿？	[['How many daughters do you have?', 8217458.0]]
1209	她叫什么名字？	[['What is her name?', 7263860.0], ["What's her name?", 773175.0]]
1210	我三十二岁。	[["I'm 32 years old.", 9286624.0]]
1211	他在北京工作。	[['He works in Beijing.', 9286730.0]]
1212	我住北京。	[['I live in Beijing.', 4713360.0]]
1213	哪个是你的杯子？	[['Which cup is yours?', 1554393.0]]
1214	对不起......	[['Sorry...', 39996.0]]
1215	明天下午他在医院。	[['He will be at the hospital tomorrow afternoon.', 9401940.0]]
1216	好	[['Good.', 1148281.0]]
1217	你做吗?	[['Have you done it?', 2280859.0]]
1218	你想怎么做？	[['How do you want to do it?', 9408748.0]]
1219	我们想他。	[['We think of him.', 9408752.0]]
1220	我们十一点睡觉。	[['We sleep at eleven.', 9408769.0]]
1221	我没有不喜欢的。	[['I do not have anything I do not like.', 9408773.0]]
1222	是的，下个星期二。	[['Yes， next Tuesday.', 9408774.0]]
1223	谁会做？	[["Who's going to do that?", 6049299.0]]
1224	你什么时候去那里？	[['When did you go there?', 66313.0]]
1225	他说话了。	[['He spoke.', 1564976.0]]
1226	我喝了水。	[['I drank the water.', 2638593.0]]
1227	没人看见你。	[['No one has seen you.', 8922189.0]]
1228	大家都喜欢她。	[['Everybody likes her.', 451284.0], ['Everyone likes her.', 430471.0]]
1229	明天我不在家。	[['I will not be at home tomorrow.', 9419698.0]]
1230	我不想睡觉。	[["I don't want to sleep.", 2275762.0]]
1231	我看了一些书。	[['I have read some books.', 9419746.0]]
1232	她不听老师的。	[["She doesn't listen to her teacher.", 2269447.0]]
1233	我没买。	[["I didn't buy that.", 5157769.0]]
1234	你是我的女儿。	[["You're my daughter.", 7796865.0], ['You are my daughter.', 2547999.0]]
1235	写这本书的是医生。	[['The man who wrote this book is a doctor.', 56832.0]]
1236	这太小了。	[['It was very small.', 1853851.0]]
1237	她不爱我了。	[["She doesn't love me anymore.", 1848815.0]]
1238	这是谁写的？	[['Who wrote it?', 2254897.0], ['Who wrote this?', 2254899.0]]
1239	我买了。	[["I'm buying.", 1844179.0]]
1240	好了吗？	[['Is it ready?', 2248468.0], ['Sorted?', 6146107.0], ['Is it done?', 2248453.0], ['Done?', 6146104.0]]
1241	我想和他说话。	[['I want to talk with him.', 2783503.0]]
1242	想一想，好吗？	[['Think about it， OK?', 2892176.0]]
1243	你明天会做什么？	[["What'll you be doing tomorrow?", 7192328.0], ['What are you doing tomorrow?', 1012692.0], ["What'll you do tomorrow?", 752902.0], ['What will you do tomorrow?', 6024885.0], ['What are you going to do tomorrow?', 68902.0]]
1244	我们是人。	[["We're people.", 9494600.0], ['We are human.', 247772.0], ["We're humans.", 9494304.0], ['We are people.', 671753.0]]
1245	她看来有点不高兴。	[['She looked a little sad.', 9486843.0]]
1246	我坐在火车站里。	[["I'm sitting in the railway station.", 259592.0]]
1247	他在工作。	[['He is working.', 8481155.0]]
1248	很高兴回来	[["It's nice to be back.", 3635991.0]]
1249	你什么时候去？	[['When are you going?', 1886666.0]]
1250	你在家做什么？	[['What do you do at home?', 9711730.0], ['What are you doing at home?', 10559311.0]]
1251	是日本菜吗？	[['Is it Japanese food?', 42195.0]]
1252	我写了那些东西。	[['I wrote that.', 2247645.0]]
1253	我是	[['I am.', 1102982.0], ['I am!', 1148274.0]]
1254	我不去。	[['I will not go.', 9932288.0]]
1255	听这个！	[['Listen to this!', 320075.0]]
1256	你是哪里的人？	[['Where are you from?', 370703.0]]
1257	我有点喜欢他。	[['I kind of like him.', 4660260.0]]
1258	学校里有多少学生？	[['How many students are in the school?', 2973513.0]]
1259	我们的来了。	[['Ours has come.', 8727144.0]]
1260	我在看这本书。	[['I am reading the book.', 2803374.0]]
1261	她爱他，他爱她。	[['She loved him and he loved her.', 2664757.0]]
1262	请来我家里。	[['Please come into my home.', 1225105.0]]
1263	谁爱谁？	[['Who loved who?', 2254860.0]]
1264	这里有三十个人。	[['There are thirty people here.', 9801282.0]]
1265	你是老师吗？	[['Are you a teacher?', 2894605.0]]
1266	我昨天去了学校。	[['I went to school yesterday.', 257759.0]]
1267	你有朋友吗？	[['Do you have any friends?', 2685988.0]]
1268	我十二岁了。	[["I'm twelve years old.", 2069119.0], ["I'm twelve.", 2069142.0], ['I am 12 years old.', 2706902.0], ['I am twelve years old.', 4353654.0]]
1269	我不想回去。	[["I don't wanna go back.", 20450.0]]
1270	我很高兴你今天来了。	[["I'm glad you came today.", 3304010.0]]
1271	那里人好多。	[['There were so many people.', 41136.0]]
1272	我们想她。	[['We missed her.', 3911902.0]]
1273	这里有点冷。	[["It's a little chilly in here.", 8400871.0]]
1274	他不是学生。	[['He is not a student.', 2730657.0]]
1275	我很好。你呢？	[['I am fine， and you?', 872223.0], ["I'm fine， and you?", 2714936.0], ["I'm fine. How about you?", 239427.0]]
1276	我儿子十岁了。	[['My son is ten years old.', 935930.0]]
1277	我喜欢你！	[['I like you.', 410751.0]]
1278	我今天看见她了。	[['I saw her today.', 3910547.0]]
1279	你喝水吗？	[['Do you drink water?', 8879734.0]]
1280	我昨天没回家。	[["I didn't go home yesterday.", 6266682.0]]
1281	我想她喜欢。	[['I think she likes it.', 10081380.0]]
1282	我是你。	[['I am you.', 10121391.0]]
1283	你的名字叫什么？	[['What is your name?', 70623.0]]
1284	我回来了！	[["I'm back.", 564159.0]]
1285	昨天我吃了米饭。	[['Yesterday I ate rice.', 7356202.0]]
1286	我认识你儿子。	[['I know your son.', 1841674.0]]
1287	来看看！	[['Come and take a look.', 3096187.0]]
1288	你昨天下午在哪里?	[['Where were you yesterday afternoon?', 3826916.0]]
1289	今天我们买了好多东西。	[['We bought a lot of stuff today.', 10187655.0]]
1290	你喜欢中国菜吗？	[['Do you like Chinese cuisine?', 3429406.0], ['Do you like Chinese food?', 1098276.0]]
1291	我！	[['Me!', 4869848.0]]
1292	我能吗？	[['May I?', 526369.0]]
1293	谁，我？	[['Who? Me?', 4477708.0]]
1294	你现在有喜欢的人吗？	[['Is there anyone that you like right now?', 4959789.0]]
1295	他有时候会来看我。	[['He sometimes drops in on me.', 291998.0], ['He sometimes visits me.', 613363.0]]
1296	回家。	[['Go home.', 2230769.0]]
1297	谢谢大家！	[['Thanks， everybody!', 10251062.0]]
1298	这里有人	[["Somebody's in here.", 10251065.0]]
1299	你在读书。	[["You're reading.", 3128071.0]]
1300	她在回家。	[["She's going home.", 10251081.0]]
1301	有朋友是好。	[["It's good to have friends.", 10253672.0]]
1302	她不会喜欢的。	[["She won't like this.", 1547507.0]]
1303	我不喜欢你朋友。	[["I don't like your friends.", 1970155.0]]
1304	我想住在这里。	[['I want to live here.', 2302407.0]]
1305	这不是我的工作。	[["That's not my job.", 1096358.0], ["That isn't my job.", 7200379.0]]
1306	我爱Tatoeba。	[['I love Tatoeba.', 1200089.0]]
1307	她不听我的。	[["She doesn't listen to me.", 2223784.0]]
1308	我想读。	[['I want to read.', 8774984.0]]
1309	多少人？	[['How many people?', 24515.0]]
1310	爸爸在工作。	[["Dad's working.", 2609463.0]]
1311	他喜欢我吗？	[['Does he like me?', 1836327.0]]
1312	我明天回日本。	[["I'll be going back to Japan tomorrow.", 9808650.0]]
1313	我在喝什么？	[['What am I drinking?', 6116139.0]]
1314	你在看他吗?	[['Were you looking at him?', 1890700.0]]
1315	你看电视吗？	[['Do you watch television?', 69881.0], ['Do you watch TV?', 1626139.0]]
1316	我想写一本书。	[['I want to write a book.', 1586723.0]]
1317	你高兴了吗？	[['Are you happy now?', 971988.0], ['Are you satisfied now?', 1495860.0]]
1318	我没零钱。	[["I don't have any small change.", 3022594.0], ["I don't have any change.", 249944.0]]
1319	我昨天喝了茶。	[['I drank tea yesterday.', 3157604.0]]
1320	她好看吗？	[['Is she beautiful?', 2502584.0]]
1321	我的儿子！	[['My son!', 5320081.0]]
1322	他会来吗？	[['Will he come?', 7533454.0]]
1323	你认识他吗？	[['Do you know him?', 69003.0]]
1324	我好看吗？	[['Am I pretty?', 2789143.0], ['Am I handsome?', 3487859.0], ['I am handsome?', 3487860.0]]
1325	他是人。	[['He is human.', 288208.0]]
1326	他现在在写一本书。	[["He's writing a book now.", 296637.0]]
1327	这是她的书。	[['This book is hers.', 56864.0], ['This is her book.', 55424.0]]
1328	这是我们的。	[['This is ours.', 2295681.0]]
1329	我的儿子八岁了。	[['My son is eight years old.', 5023310.0]]
1330	我不认识他。	[["I don't know him.", 2319.0], ['I am not acquainted with him.', 260497.0]]
1331	我很好，你呢？	[['I am fine， and you?', 872223.0], ["I'm fine， and you?", 2714936.0]]
1332	我明天能去看电影吗？	[['Can I go to the movies tomorrow?', 5357246.0]]
1333	看他。	[['Look at him.', 2355809.0]]
1334	我想买。	[['I want to buy.', 536457.0]]
1335	你想看看吗？	[['Do you want to look at it?', 1931984.0]]
1336	我们有钱。	[["We're rich.", 2203292.0]]
1337	七点了。	[["It's seven o'clock.", 875819.0], ["It is seven o'clock.", 3688423.0], ["It is 7 o'clock.", 5696476.0], ['It is seven now.', 241586.0]]
1338	他在做什么？	[['What is he doing?', 294312.0], ["What's he doing?", 6608038.0]]
1339	我们在吃苹果。	[["We're eating apples.", 405769.0], ['We are eating apples.', 4980512.0]]
1340	你喜欢电影吗？	[['Do you like movies?', 26454.0]]
1341	你在哪里读书？	[['Where do you study?', 3350506.0]]
1342	她有很多钱。	[['She has a lot of money.', 311527.0]]
1343	你怎么去学校？	[['How do you get to school?', 16469.0], ['How do you go to school?', 38327.0]]
1344	太热了。	[["It's too hot.", 267106.0]]
1345	我昨天喝多了	[['I drank too much yesterday.', 10455244.0]]
1346	你喜欢猫吗？	[['Do you like cats?', 2733074.0]]
1347	我什么人都没看见。	[["I didn't see anybody.", 847767.0], ["I didn't see anyone.", 2092522.0]]
1348	我们不喜欢下雨。	[["We don't like the rain.", 377101.0], ["We don't like rain.", 1042310.0]]
1349	这个几块？	[['How much is this?', 925040.0], ['How much does this cost?', 432824.0], ['How much is it?', 2418.0], ['How much does it cost?', 436193.0], ['What does it cost?', 3738769.0], ['How much will it be?', 880528.0]]
1350	你没听。	[["You haven't been listening.", 3358949.0]]
1351	你不能一个人住。	[["You can't live alone.", 10475737.0]]
1352	我叫Tom。	[["I'm called Tom.", 6645799.0]]
1353	我没有在吃。	[['I am not eating.', 671755.0]]
1354	那里的天气怎么样？	[["How's the weather there?", 50753.0], ['How is the weather there?', 50761.0]]
1355	我九点回来。	[['I will be back by nine.', 72281.0], ["I'll be back by nine.", 10191651.0]]
1356	我们都喜欢她。	[['All of us like her.', 249513.0]]
1357	好大的狗！	[['What a huge dog!', 572577.0]]
1358	我不会回来的。	[["I'm not coming back.", 1841628.0], ["I won't return.", 2247633.0], ["I won't come back.", 5858861.0]]
1359	大家好。	[['Hello everyone.', 10067956.0], ['Hi everybody.', 10067970.0], ['Hi， everybody.', 3924471.0]]
1360	你没有电视吗？	[["Don't you have a television?", 8873676.0], ["Don't you have a TV?", 8873761.0], ["Haven't you got a telly?", 8873673.0], ["Haven't you got a television?", 8873674.0], ["Don't you have a telly?", 8873675.0]]
1361	她儿子怎么样了？	[['What has become of her son?', 309537.0]]
1362	不在下雨。	[['It is not raining.', 773233.0], ["It's not raining.", 1556519.0], ["It isn't raining.", 6523761.0]]
1363	你会来吗？	[['Are you coming?', 1417464.0]]
1364	你什么时候读书？	[['When do you study?', 70172.0]]
1365	今天是二零一六年十一月二十三日。	[['Today is 23rd November 2016.', 10540233.0], ['Today is 23 November 2016.', 10540232.0], ['Today is the twenty-third of November twenty-sixteen.', 10542089.0]]
1366	我吃水果、喝水。	[['I eat fruit and drink water.', 1138030.0]]
1367	没人喜欢我。	[['No one likes me.', 2812683.0], ['Nobody likes me.', 6220052.0]]
1368	今天有点冷。	[["It's a little cold today.", 387411.0]]
1369	今天很热。	[['It is very hot today.', 1689.0], ["It's very hot today.", 694423.0], ['Today is very warm.', 690432.0], ["It's very warm today.", 2826350.0], ["Today it's quite hot.", 3344376.0]]
1370	你是一个大人.	[['You are a large person.', 1098017.0], ['You are an adult.', 10555789.0]]
1371	我不想读这本书。	[["I don't want to read this book.", 627286.0]]
1372	今天是星期四。	[['Today is Thursday.', 1151779.0], ["It's Thursday today.", 5500194.0], ['It is Thursday.', 5628580.0], ["It's Thursday.", 5628586.0]]
1373	她和她的家人都很好。	[['She and hers are all very well.', 317549.0]]
1374	你在这里高兴吗？	[['Are you happy here?', 1372408.0]]
1375	我叫他明天去那里。	[['I asked him to go there tomorrow.', 260494.0]]
1376	他今天好些了吗？	[['Is he any better today?', 289700.0], ['Is he better today?', 2483504.0]]
1377	现在在下雨吗？	[['Is it raining right now?', 1299408.0]]
1378	在下雨吗？	[['Is it raining?', 1289095.0]]
1379	你做什么工作?	[["What's your job?", 36809.0], ['What is your job?', 687366.0]]
1380	我是去年认识他的。	[['I got acquainted with him last year.', 256889.0]]
1381	有吗？	[['Is that so?', 1120776.0]]
1382	她八岁大。	[["She's eight years old.", 2763592.0], ['She is eight.', 310214.0]]
1383	她八岁。	[['She is eight.', 310214.0]]
1384	热一点水。	[['Warm up some water.', 758879.0], ['Heat up some water.', 9179787.0]]
1385	我想和她说话。	[["I'd like to talk to her.", 3906289.0]]
1386	他不爱说话。	[["He's not a talkative person.", 10650280.0]]
1387	我是学生。	[["I'm a school pupil.", 10657351.0], ["I'm a pupil.", 10657350.0], ['I am a student.', 252287.0], ["I'm a student.", 567368.0]]
1388	你想想。	[['Think about this.', 2253706.0]]
1389	我的名字是Yatarou.	[['My name is Yatarou.', 321549.0]]
1390	这本书没那本大。	[['This book is less large than that one.', 57042.0], ['This book is not as large that one.', 435791.0], ["This book isn't as large that one.", 7492846.0]]
1391	我没看见Stefan。	[["I didn't see Stefan.", 9123721.0]]
1392	我们什么都喝。	[['We drink everything.', 470169.0]]
1393	她朋友很少。	[['She has few friends.', 451212.0]]
1394	我在打电话。	[["I'm on the phone.", 2280346.0]]
1395	我在看电视。	[["I'm watching television.", 3498173.0], ["I'm watching TV.", 2036345.0], ['I am watching TV.', 6983348.0], ['I am watching television.', 4384881.0]]
1396	是你吗？	[['Is it you?', 1259560.0]]
1397	你想吃什么东西吗?	[['Would you like anything to eat?', 25229.0], ['Do you want anything to eat?', 69619.0], ['Would you like to eat something?', 450089.0], ['Would you like something to eat?', 1830481.0], ['Do you want something to eat?', 1799703.0]]
1398	读好书。	[['Read good books.', 5614580.0]]
1399	你会在哪里？	[['Where will you be?', 540921.0], ['Where are you going to be?', 2892768.0]]
1400	我没有看医生。	[["I haven't seen a doctor.", 2360236.0]]
